"","business_id","name","neighborhood","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes","categories","hours","type"
"74","87dY8lfLLYv1D55ABhiq3g","First Nails",NA,"7850 Mentor Ave, Ste 500","Mentor","OH",44060,41.657932,-81.3613129,3,8,1,"[""BikeParking: True"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""ByAppointmentOnly: False"",""RestaurantsPriceRange2: 2""]","[""Beauty \u0026 Spas"",""Nail Salons""]","[""Monday 10:0-20:0"",""Tuesday 10:0-20:0"",""Wednesday 10:0-20:0"",""Thursday 10:0-20:0"",""Friday 10:0-20:0"",""Saturday 10:0-20:0"",""Sunday 11:0-17:0""]","business"
"75","ataRn8s6owt3SObGajp4KQ","Brooklyn South Pizzeria",NA,"19400 Jetton Rd, Ste 201","Cornelius","NC",28031,35.4765931,-80.8929185,3.5,63,1,"[""Alcohol: beer_and_wine"",""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""BikeParking: True"",""BusinessAcceptsBitcoin: False"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""Caters: True"",""GoodForKids: True"",""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"",""HasTV: True"",""NoiseLevel: average"",""OutdoorSeating: True"",""RestaurantsAttire: casual"",""RestaurantsDelivery: False"",""RestaurantsGoodForGroups: True"",""RestaurantsPriceRange2: 2"",""RestaurantsReservations: False"",""RestaurantsTableService: False"",""RestaurantsTakeOut: True"",""WheelchairAccessible: True"",""WiFi: free""]","[""Italian"",""Food"",""Event Planning \u0026 Services"",""Beer"",""Wine \u0026 Spirits"",""Pizza"",""Breakfast \u0026 Brunch"",""Caterers"",""Restaurants""]","[""Monday 11:0-21:0"",""Tuesday 11:0-21:0"",""Wednesday 11:0-21:0"",""Thursday 11:0-22:0"",""Friday 11:0-22:0"",""Saturday 11:0-22:0"",""Sunday 12:0-21:0""]","business"
"76","9LVr97tuNEE2qlZ5v-kaPQ","Swaney Pointe K-9 Park",NA,"18441 Nantz Rd","Cornelius","NC",28031,35.465861,-80.896325,4.5,6,1,"[""GoodForKids: True""]","[""Parks"",""Pets"",""Active Life""]",NA,"business"
"77","2LeoAmKEIW3ICRyE427-4w","YEE: School's Out for Summer @ Tenders",NA,"18341 Statesville Rd","Cornelius","NC",28031,35.4638145,-80.8714831,5,11,1,NA,"[""Local Flavor"",""Yelp Events""]",NA,"business"
"78","hiYuO0EYA5f7gldK-zDXEw","Harris Teeter",NA,"19815 North Cove Rd","Cornelius","NC",28031,35.4778398,-80.8933961,3.5,10,1,"[""BikeParking: True"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsPriceRange2: 2"",""RestaurantsTakeOut: True""]","[""Food"",""Grocery"",""Flowers \u0026 Gifts"",""Drugstores"",""Shopping""]","[""Monday 0:0-0:0"",""Tuesday 0:0-0:0"",""Wednesday 0:0-0:0"",""Thursday 0:0-0:0"",""Friday 0:0-0:0"",""Saturday 0:0-0:0"",""Sunday 0:0-0:0""]","business"
"79","O7oel6U2R9egvZcW9qNrww","Pizza Hut",NA,"20300 W Catawba Ave","Cornelius","NC",28031,35.482521,-80.8785259,1.5,18,1,"[""Alcohol: none"",""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""BikeParking: True"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""Caters: False"",""GoodForKids: False"",""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"",""HasTV: True"",""NoiseLevel: quiet"",""OutdoorSeating: False"",""RestaurantsAttire: casual"",""RestaurantsDelivery: True"",""RestaurantsGoodForGroups: False"",""RestaurantsPriceRange2: 2"",""RestaurantsReservations: False"",""RestaurantsTableService: True"",""RestaurantsTakeOut: True"",""WheelchairAccessible: False"",""WiFi: no""]","[""Pizza"",""Restaurants"",""Italian"",""Chicken Wings""]",NA,"business"
"80","qkQb81FJkqZyaJ_uG5gB1g","Enterprise Rent-A-Car",NA,"18600 Statesville Rd","Cornelius","NC",28031,35.466961,-80.871974,3,12,1,NA,"[""Car Rental"",""Hotels \u0026 Travel""]","[""Monday 7:30-18:0"",""Tuesday 7:30-18:0"",""Wednesday 7:30-18:0"",""Thursday 7:30-18:0"",""Friday 7:30-18:0"",""Saturday 9:0-16:0"",""Sunday 12:0-16:0""]","business"
"81","N8AwhWtjUtfT0xmeIgBWvw","Tire Doctor",NA,"20419 N Main St","Cornelius","NC",28031,35.4866245,-80.8588624,3,3,1,NA,"[""Automotive"",""Tires"",""Wheel \u0026 Rim Repair"",""Auto Repair""]","[""Monday 8:0-17:30"",""Tuesday 8:0-17:30"",""Wednesday 8:0-17:30"",""Thursday 8:0-17:30"",""Friday 8:0-17:30"",""Saturday 9:0-12:0"",""Sunday 0:0-0:0""]","business"
"82","rmP7AzV3SAeRWUzbNuqQ5A","131 Main",NA,"17830 Statesville Rd","Cornelius","NC",28031,35.4577917,-80.8680906,4,201,1,"[""Alcohol: full_bar"",""Ambience: {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""BestNights: {'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"",""BikeParking: True"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""Caters: True"",""CoatCheck: False"",""GoodForDancing: False"",""GoodForKids: False"",""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"",""HappyHour: True"",""HasTV: True"",""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"",""NoiseLevel: average"",""OutdoorSeating: True"",""RestaurantsAttire: casual"",""RestaurantsDelivery: False"",""RestaurantsGoodForGroups: True"",""RestaurantsPriceRange2: 3"",""RestaurantsReservations: True"",""RestaurantsTableService: True"",""RestaurantsTakeOut: True"",""Smoking: no"",""WheelchairAccessible: True"",""WiFi: free""]","[""Restaurants"",""American (Traditional)"",""Nightlife"",""Bars""]","[""Monday 11:0-21:30"",""Tuesday 11:0-21:30"",""Wednesday 11:0-21:30"",""Thursday 11:0-21:30"",""Friday 11:0-22:30"",""Saturday 11:0-22:30"",""Sunday 11:0-21:0""]","business"
"83","XxnKmlDWYYT-xfoJJESDJA","Phalanges Spa",NA,"21315 Catawba Ave","Cornelius","NC",28031,35.482358,-80.8605539,5,4,1,"[""BikeParking: False"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""ByAppointmentOnly: True"",""RestaurantsPriceRange2: 1""]","[""Beauty \u0026 Spas"",""Day Spas""]","[""Monday 10:0-18:0"",""Wednesday 10:0-18:0"",""Thursday 10:0-18:0"",""Friday 10:0-18:0"",""Saturday 10:0-15:0""]","business"
"84","llyCcZeOT_SI-celMhm5fA","Derado's Italian Gourmet",NA,"8301 Magnolia Estates Dr","Cornelius","NC",28031,35.4761942,-80.8897672,4,31,1,"[""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""BikeParking: False"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""GoodForKids: True"",""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"",""HasTV: False"",""NoiseLevel: average"",""OutdoorSeating: True"",""RestaurantsAttire: casual"",""RestaurantsDelivery: False"",""RestaurantsGoodForGroups: True"",""RestaurantsPriceRange2: 2"",""RestaurantsReservations: False"",""RestaurantsTableService: False"",""RestaurantsTakeOut: True"",""WiFi: no""]","[""Italian"",""Restaurants""]","[""Tuesday 10:0-16:0"",""Wednesday 10:0-16:0"",""Thursday 10:0-16:0"",""Friday 10:0-16:0"",""Saturday 10:0-16:0"",""Sunday 11:0-16:0""]","business"
"85","lbyBIYez-lzPV2__DGyeTQ","Irish Cue",NA,"19507 W Catawba Ave, Ste E","Cornelius","NC",28031,35.4800528,-80.8911468,4,4,1,"[""Alcohol: full_bar"",""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""BestNights: {'monday': True, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"",""BikeParking: True"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""CoatCheck: False"",""GoodForDancing: True"",""HappyHour: False"",""HasTV: True"",""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"",""OutdoorSeating: True"",""RestaurantsGoodForGroups: True"",""RestaurantsPriceRange2: 1"",""Smoking: outdoor"",""WheelchairAccessible: True""]","[""Bars"",""Nightlife"",""Pool Halls"",""Sports Bars""]","[""Monday 11:0-2:0"",""Tuesday 11:0-2:0"",""Wednesday 11:0-2:0"",""Thursday 11:0-2:0"",""Friday 11:0-2:0"",""Saturday 11:0-2:0"",""Sunday 12:0-2:0""]","business"
"86","utg6y4XMmKjuU4FJMNk4qQ","Fryar Dentistry",NA,"19315 W Catawba Ave, Ste 104","Cornelius","NC",28031,35.4762372,-80.8918384,3.5,3,1,"[""ByAppointmentOnly: True""]","[""Cosmetic Dentists"",""General Dentistry"",""Health \u0026 Medical"",""Dentists"",""Pediatric Dentists""]",NA,"business"
"87","GTDVi7y50cU8WlkNmZa-zQ","Al's Auto Repair",NA,"18610 Statesville Rd","Cornelius","NC",28031,35.4670602,-80.8712653,5,9,1,"[""BusinessAcceptsCreditCards: True""]","[""Tires"",""Automotive"",""Auto Repair""]","[""Monday 7:30-17:30"",""Tuesday 7:30-17:30"",""Wednesday 7:30-17:30"",""Thursday 7:30-17:30"",""Friday 7:30-17:0""]","business"
"88","e5ZXTFsssNXLEt3aZryiKg","Salon Cafe",NA,"20822 N Main St","Cornelius","NC",28031,35.491538,-80.85722,5,4,1,"[""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""ByAppointmentOnly: False"",""RestaurantsPriceRange2: 2"",""BusinessAcceptsCreditCards: True"",""GoodForKids: True"",""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"",""RestaurantsDelivery: False"",""RestaurantsGoodForGroups: True"",""RestaurantsReservations: False"",""RestaurantsTakeOut: True"",""HasTV: False"",""WiFi: free"",""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""OutdoorSeating: True"",""RestaurantsAttire: casual""]","[""Hair Salons"",""Beauty \u0026 Spas"",""Tanning"",""Cafes"",""Restaurants"",""Nail Salons"",""Hair Stylists""]","[""Monday 0:0-0:0"",""Tuesday 10:0-18:0"",""Wednesday 10:0-18:0"",""Thursday 10:0-18:0"",""Friday 10:0-18:0"",""Saturday 10:0-14:0"",""Sunday 0:0-0:0""]","business"
"89","QNcmzMJO3JsQzQZPSDSjYg","Camp Wagging Tails",NA,"10835 Bailey Rd","Cornelius","NC",28031,35.4614226,-80.8536619,3.5,15,1,NA,"[""Pet Training"",""Pets"",""Pet Services"",""Pet Boarding/Pet Sitting"",""Pet Groomers""]","[""Monday 7:0-18:30"",""Tuesday 7:0-18:30"",""Wednesday 7:0-18:30"",""Thursday 7:0-18:30"",""Friday 7:0-18:30"",""Saturday 8:0-10:0"",""Saturday 15:0-17:0"",""Sunday 8:0-10:0"",""Sunday 15:0-17:0""]","business"
"90","BHNUNgAbSF5N6b0mV6Ob4g","Morningstar Marinas - Peninsula Yacht Club",NA,"18501 Harbor Light Blvd","Cornelius","NC",28031,35.4678404,-80.9359175,4.5,3,1,NA,"[""Marinas"",""Automotive""]","[""Monday 9:0-17:0"",""Wednesday 9:0-17:0"",""Thursday 9:0-17:0"",""Friday 9:0-18:0"",""Saturday 9:0-18:0"",""Sunday 9:0-18:0""]","business"
"91","sHTXbmvqUE9FudTuJMPXMw","Tropicana Sports Bar",NA,"19732 W Catawba Ave","Cornelius","NC",28031,35.480255,-80.886973,3,6,1,"[""Alcohol: full_bar"",""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"",""BikeParking: True"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""CoatCheck: False"",""GoodForDancing: True"",""HappyHour: True"",""HasTV: True"",""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}"",""NoiseLevel: average"",""OutdoorSeating: True"",""RestaurantsGoodForGroups: True"",""RestaurantsPriceRange2: 1"",""Smoking: outdoor"",""WheelchairAccessible: True""]","[""Sports Bars"",""Nightlife"",""Bars""]","[""Monday 16:0-2:0"",""Tuesday 16:0-2:0"",""Wednesday 16:0-2:0"",""Thursday 16:0-2:0"",""Friday 16:0-2:0"",""Saturday 16:0-2:0"",""Sunday 16:0-2:0""]","business"
"92","PBmsa5CMfhk5fVrtFuxLNg","Sophisticuts Dog Salon",NA,"19621 W Catawba Ave","Cornelius","NC",28031,35.4808764,-80.8910079,4,10,1,NA,"[""Pets"",""Pet Services""]",NA,"business"
"93","4rOTvZwCV_mIVO6BXZ90JQ","Main Street Veterinary Hospital",NA,"20306 N Main St","Cornelius","NC",28031,35.4848543,-80.8587911,5,22,1,NA,"[""Pets"",""Veterinarians""]","[""Monday 7:30-18:0"",""Tuesday 7:30-18:0"",""Wednesday 7:30-18:0"",""Thursday 7:30-18:0"",""Friday 7:30-18:0"",""Saturday 8:0-12:0""]","business"
"94","-HMA0P0Qp8wwgDVgAOIdIQ","Papaya Papers and Gifts",NA,"19818 N Cove Rd","Cornelius","NC",28031,35.4785287,-80.8931571,5,4,0,"[""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsPriceRange2: 2""]","[""Arts \u0026 Crafts"",""Event Planning \u0026 Services"",""Cards \u0026 Stationery"",""Flowers \u0026 Gifts"",""Shopping""]","[""Monday 10:0-18:0"",""Tuesday 10:0-18:0"",""Wednesday 10:0-18:0"",""Thursday 10:0-18:0"",""Friday 10:0-18:0"",""Saturday 10:0-18:0""]","business"
"95","GQxGCQ49DZzHgu7ZpxajsA","Santorini Grill",NA,"19905 W Catawba Ave","Cornelius","NC",28031,35.481995,-80.884625,4,8,0,"[""Alcohol: beer_and_wine"",""BusinessAcceptsCreditCards: True"",""GoodForKids: True"",""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"",""NoiseLevel: quiet"",""RestaurantsAttire: casual"",""RestaurantsGoodForGroups: True"",""RestaurantsPriceRange2: 2"",""RestaurantsTableService: True""]","[""Restaurants"",""Mediterranean"",""Greek""]","[""Monday 11:0-14:30"",""Tuesday 11:0-14:30"",""Tuesday 17:0-22:0"",""Wednesday 11:0-14:30"",""Thursday 11:0-14:30"",""Thursday 17:0-22:0"",""Friday 11:0-14:30"",""Friday 17:0-22:0"",""Saturday 11:0-14:30"",""Saturday 17:0-22:0""]","business"
"96","KPpAr8-dKocqr_gIGBKC8Q","Consign On A Dime",NA,"19207 W Catawba Ave","Cornelius","NC",28031,35.475193,-80.892415,3.5,5,1,"[""BikeParking: True"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""ByAppointmentOnly: False"",""RestaurantsPriceRange2: 2"",""WheelchairAccessible: True""]","[""Home \u0026 Garden"",""Home Decor"",""Furniture Stores"",""Antiques"",""Shopping"",""Home Services"",""Interior Design""]","[""Monday 10:0-17:30"",""Tuesday 10:0-17:30"",""Wednesday 10:0-17:30"",""Thursday 10:0-17:30"",""Friday 10:0-17:30"",""Saturday 10:0-17:30"",""Sunday 12:0-16:0""]","business"
"97","cJwaIKPsArXwAJ81vN08SQ","North Mecklenburg Animal Hospital",NA,"19126 Statesville Rd","Cornelius","NC",28031,35.475069,-80.873862,4.5,15,1,NA,"[""Pets"",""Acupuncture"",""Veterinarians"",""Pet Boarding/Pet Sitting"",""Pet Services"",""Health \u0026 Medical""]","[""Monday 7:0-20:0"",""Tuesday 7:0-20:0"",""Wednesday 7:0-20:0"",""Thursday 7:0-20:0"",""Friday 7:0-20:0"",""Saturday 8:0-17:0"",""Sunday 8:0-17:0""]","business"
"98","74Axsl-zR_VDBGXRZajCPA","Potts Barber Shop",NA,"21324 Catawba Ave","Cornelius","NC",28031,35.481899,-80.860366,5,3,1,"[""BikeParking: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""ByAppointmentOnly: False"",""RestaurantsPriceRange2: 2""]","[""Beauty \u0026 Spas"",""Barbers""]",NA,"business"
"99","AiBhkVmAT44BGyej3wTi3g","US Post Office",NA,"20311 Chartwell Center Dr.","Cornelius","NC",28031,35.480227,-80.877613,3.5,7,1,NA,"[""Public Services \u0026 Government"",""Post Offices""]",NA,"business"
"100","4U2JtoWJbhC-NAltPLdtEA","The Salvation Army",NA,"19706 One Norman Blvd","Cornelius","NC",28031,35.480612,-80.881848,4,6,0,"[""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsPriceRange2: 4""]","[""Fashion"",""Shopping"",""Used"",""Vintage \u0026 Consignment"",""Thrift Stores""]",NA,"business"
"101","9nymxIB_rpocwhth2h-I3Q","PetSmart",NA,"8301 Magnolia Estates Dr, Unit 9","Cornelius","NC",28031,35.476353,-80.890484,3,6,1,NA,"[""Pet Services"",""Pet Stores"",""Pet Training"",""Pet Groomers"",""Pets""]","[""Monday 9:0-21:0"",""Tuesday 9:0-21:0"",""Wednesday 9:0-21:0"",""Thursday 9:0-21:0"",""Friday 9:0-21:0"",""Saturday 9:0-21:0"",""Sunday 10:0-18:0""]","business"
"102","rJaZN1LR5SVBSdpXj4uA8A","Modern Nissan of Lake Norman",NA,"18615 Statesville Rd","Cornelius","NC",28031,35.4668411,-80.8723806,1.5,16,1,"[""BusinessAcceptsCreditCards: True""]","[""Car Dealers"",""Auto Repair"",""Auto Parts \u0026 Supplies"",""Automotive""]","[""Monday 9:0-20:0"",""Tuesday 9:0-20:0"",""Wednesday 9:0-20:0"",""Thursday 9:0-20:0"",""Friday 9:0-20:0"",""Saturday 9:0-18:0""]","business"
"103","_aj1I2jcSYJXSF66gE7U-w","Gabi's Coffee Shoppe",NA,"19915 Jane Crump Way","Cornelius","NC",28031,35.4820747,-80.8600444,4,7,0,"[""BikeParking: False"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""OutdoorSeating: True"",""RestaurantsPriceRange2: 1"",""WiFi: free""]","[""Food"",""Coffee \u0026 Tea""]",NA,"business"
"104","pWlb4ThOsW4v_aGy2IF1Mg","Midtown Sundries",NA,"18626 Harbor Side Dr","Cornelius","NC",28031,35.464825,-80.8924682,4,6,0,"[""Alcohol: full_bar"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""GoodForKids: True"",""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"",""OutdoorSeating: True"",""RestaurantsAttire: casual"",""RestaurantsDelivery: False"",""RestaurantsGoodForGroups: True"",""RestaurantsPriceRange2: 2"",""RestaurantsTableService: True"",""RestaurantsTakeOut: True"",""WheelchairAccessible: True""]","[""Restaurants""]",NA,"business"
"105","ENBr-niEHk46PwaQTfCgaw","Avalilly's",NA,"21341 Catawba Ave","Cornelius","NC",28031,35.4820656,-80.8599285,4.5,3,1,"[""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsPriceRange2: 2""]","[""Women's Clothing"",""Accessories"",""Shopping"",""Fashion""]","[""Tuesday 10:0-17:30"",""Wednesday 10:0-17:30"",""Thursday 10:0-17:30"",""Friday 10:0-17:30"",""Saturday 10:0-17:30""]","business"
"106","JMmpLd-Pvd-1_uQwvb-kDA","Deutsche Auto Parts",NA,"18525 Stateville Rd, Ste D4","Cornelius","NC",28031,35.4666776,-80.8725151,3.5,3,1,"[""BusinessAcceptsCreditCards: True""]","[""Auto Parts \u0026 Supplies"",""Automotive""]","[""Monday 9:0-18:0"",""Tuesday 9:0-18:0"",""Wednesday 9:0-18:0"",""Thursday 9:0-18:0"",""Friday 9:0-18:0""]","business"
"107","HeVQg_GufyHnmvGGh4FCaQ","Sushi At the Lake",NA,"19732 One Norman Blvd, Ste 300","Cornelius","NC",28031,35.481933,-80.8818579,3.5,78,1,"[""Alcohol: full_bar"",""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""BikeParking: True"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""Caters: False"",""GoodForKids: True"",""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"",""HasTV: True"",""NoiseLevel: average"",""OutdoorSeating: False"",""RestaurantsAttire: casual"",""RestaurantsDelivery: False"",""RestaurantsGoodForGroups: True"",""RestaurantsPriceRange2: 2"",""RestaurantsReservations: True"",""RestaurantsTableService: True"",""RestaurantsTakeOut: True"",""WheelchairAccessible: True"",""WiFi: no""]","[""Restaurants"",""Sushi Bars""]","[""Monday 11:30-14:0"",""Tuesday 11:30-14:0"",""Wednesday 11:30-14:0"",""Thursday 11:30-14:0"",""Friday 11:30-14:0"",""Saturday 17:0-23:0"",""Sunday 15:0-21:30""]","business"
"108","te8Yj1qmvdiJRrkGAtNiTA","Natural White Advanced Teeth Whitening",NA,"20124 W Catawba Ave, Ste B","Cornelius","NC",28031,35.482226,-80.880551,2,5,1,"[""BikeParking: True"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""ByAppointmentOnly: True"",""WheelchairAccessible: True""]","[""General Dentistry"",""Day Spas"",""Beauty \u0026 Spas"",""Teeth Whitening"",""Dentists"",""Health \u0026 Medical"",""Cosmetic Dentists""]","[""Monday 10:30-17:30"",""Tuesday 10:30-17:30"",""Wednesday 10:30-17:30"",""Thursday 10:30-17:30"",""Friday 10:30-17:30"",""Saturday 10:30-13:30""]","business"
"109","I1hcauCV7r2gzBkgqi0Ieg","LA Chique Salon Spa Boutique",NA,"17039 Kenton Dr, Ste 104","Cornelius","NC",28031,35.448799,-80.890924,2.5,3,0,"[""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""ByAppointmentOnly: False"",""WheelchairAccessible: True""]","[""Nail Salons"",""Beauty \u0026 Spas""]","[""Monday 10:0-16:0"",""Tuesday 9:0-20:0"",""Wednesday 9:0-20:0"",""Thursday 9:0-20:0"",""Friday 9:0-17:0"",""Saturday 9:0-16:0""]","business"
"110","TASIwEI0OgAEjMsvORJ_Qw","FastFit Boxing",NA,"19911-B N Cove Rd","Cornelius","NC",28031,35.478912,-80.894464,5,10,1,"[""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""ByAppointmentOnly: False"",""GoodForKids: True""]","[""Boxing"",""Fitness \u0026 Instruction"",""Gyms"",""Active Life""]","[""Monday 0:0-0:0"",""Tuesday 0:0-0:0"",""Wednesday 0:0-0:0"",""Thursday 0:0-0:0"",""Friday 0:0-0:0"",""Saturday 0:0-0:0"",""Sunday 0:0-0:0""]","business"
"111","eLRAw_eaXn62UQIuiHhSqQ","Sweet Dreams Mattress & Furniture",NA,"20647 Catawba Ave","Cornelius","NC",28031,35.4837727,-80.8729538,5,15,1,"[""BikeParking: True"",""BusinessAcceptsBitcoin: False"",""BusinessAcceptsCreditCards: True"",""RestaurantsPriceRange2: 2"",""WheelchairAccessible: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""]","[""Shopping"",""Mattresses"",""Furniture Stores"",""Home \u0026 Garden""]","[""Monday 10:0-20:0"",""Tuesday 10:0-20:0"",""Wednesday 10:0-20:0"",""Thursday 10:0-20:0"",""Friday 10:0-20:0"",""Saturday 10:0-17:0""]","business"
"112","nOvv64VDnbv3lVlnbL54NQ","Style Nails",NA,"17015 Kenton Dr, Ste 104","Cornelius","NC",28031,35.447409,-80.891425,2.5,6,1,"[""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""ByAppointmentOnly: False"",""RestaurantsPriceRange2: 1""]","[""Beauty \u0026 Spas"",""Nail Salons""]","[""Monday 9:30-19:30"",""Tuesday 9:30-19:30"",""Wednesday 9:30-19:30"",""Thursday 9:30-19:30"",""Friday 9:30-19:30"",""Saturday 9:30-19:30""]","business"
"113","dagh8P8DuOdw3aEKhqtaEg","Bayne Brewing Company",NA,"19507 W Catawba Ave, Ste I","Cornelius","NC",28031,35.4800528,-80.8911468,4.5,16,1,"[""Alcohol: beer_and_wine"",""BikeParking: True"",""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"",""RestaurantsDelivery: False"",""RestaurantsPriceRange2: 1"",""RestaurantsTakeOut: True""]","[""Food"",""Breweries""]","[""Thursday 16:0-22:0"",""Friday 16:0-22:0"",""Saturday 14:0-22:0"",""Sunday 12:0-20:0""]","business"
"114","zE8Q7LC9whMdsbRNwShPQA","Kids Emporium",NA,"18724 Statesville Rd","Cornelius","NC",28031,35.4720208343,-80.8737248182,2,8,1,"[""BusinessAcceptsCreditCards: True"",""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsPriceRange2: 3""]","[""Shopping"",""Children's Clothing"",""Baby Gear \u0026 Furniture"",""Fashion"",""Toy Stores""]","[""Monday 10:0-18:0"",""Tuesday 10:0-18:0"",""Wednesday 10:0-18:0"",""Thursday 10:0-18:0"",""Friday 10:0-18:0"",""Saturday 10:0-16:0""]","business"
